N,P,K,temperature,humidity,ph,rainfall,label
115,70,50,25.0,85.90971320719052,7.0,150.9502632,Wheat
120,70,50,25.0,83.26507927726652,7.0,56.12443206,Wheat
100,75,55,15.0,71.20723240574728,7.5,148.8398374,Wheat
105,75,55,15.0,72.68813103026126,7.5,70.40557612,Wheat
110,75,55,15.0,88.83095652188203,7.5,69.63833855,Wheat
115,75,55,15.0,62.85366566611623,7.5,145.54144130000003,Wheat
120,75,55,15.0,72.79201502960609,7.5,26.48240255,Wheat
100,80,60,20.0,85.60717415050914,6.0,46.76837499,Wheat
105,80,60,20.0,89.2499199407737,6.0,188.5506536,Wheat
110,80,60,20.0,83.73946392038748,6.0,78.34604471,Wheat
115,80,60,20.0,87.30128783805246,6.0,118.4901697,Wheat
120,80,60,20.0,71.27233320766742,6.0,36.94616965,Wheat
100,60,45,25.0,79.76021234914914,6.5,37.46160727,Wheat
105,60,45,25.0,66.1466154199731,6.5,74.6631118,Wheat
110,60,45,25.0,75.94436508196223,6.5,62.3061735,Wheat
115,60,45,25.0,72.93298250451528,6.5,55.60523179,Wheat
120,60,45,25.0,88.14552358762198,6.5,193.3473987,Wheat
100,65,50,15.0,63.971674367815716,7.0,132.7748215,Wheat
105,65,50,15.0,68.63154372928521,7.0,66.63830637,Wheat
110,65,50,15.0,87.77113307970112,7.0,98.60457373,Wheat
115,65,50,15.0,79.99641080116889,7.0,44.63907691,Wheat
120,65,50,15.0,71.93796337713587,7.0,67.10439401,Wheat
100,70,55,20.0,88.42946581160005,7.5,189.4263485,Wheat
105,70,55,20.0,88.80400426289734,7.5,107.2361366,Wheat
110,70,55,20.0,65.56002967328946,7.5,126.8073984,Wheat
115,70,55,20.0,64.11126590666049,7.5,122.7418744,Wheat
120,70,55,20.0,69.57072991153011,7.5,85.24963302,Wheat
100,75,60,25.0,73.5955687101491,6.0,116.6912176,Wheat
105,75,60,25.0,64.78294549218751,6.0,54.49960057,Wheat
110,75,60,25.0,70.81450981961162,6.0,64.56807592,Wheat
115,75,60,25.0,68.93631885762723,6.0,22.84203589,Wheat
120,75,60,25.0,70.96218441330265,6.0,81.49543437,Wheat
100,80,40,15.0,73.37010322570544,6.5,62.49190812,Wheat
105,80,40,15.0,62.49291781807527,6.5,103.7040783,Wheat
110,80,40,15.0,62.25226693166976,6.5,211.2506267,Wheat
115,80,40,15.0,64.12073680225707,6.5,63.37784443,Wheat
120,80,40,15.0,62.706080479805166,6.5,92.09609766,Wheat
100,60,50,20.0,69.46732700126346,7.0,116.7555937,Wheat
105,60,50,20.0,86.10465665943815,7.0,134.6803969,Wheat
110,60,50,20.0,89.68502943967832,7.0,129.0064612,Wheat
115,60,50,20.0,88.83487077131267,7.0,49.48575692,Wheat
120,60,50,20.0,77.7347587091366,7.0,24.44267592,Wheat
100,65,55,25.0,62.2445763192517,7.5,118.68327250000002,Wheat
105,65,55,25.0,72.01652032162268,7.5,101.1456947,Wheat
110,65,55,25.0,74.99593528830448,7.5,116.9256766,Wheat
115,65,55,25.0,84.57491815785838,7.5,213.9011021,Wheat
120,65,55,25.0,65.37215406476696,7.5,219.9048349,Wheat
100,70,60,15.0,60.49974779686426,6.0,89.78216168,Wheat
105,70,60,15.0,72.31372870478376,6.0,53.40906048,Wheat
110,70,60,15.0,69.89292142531257,6.0,84.62419032,Wheat
115,70,60,15.0,77.63478870109947,6.0,67.39173790000001,Wheat
120,70,60,15.0,89.22093972841243,6.0,73.77063744,Wheat
100,75,40,20.0,87.21544700042296,6.5,64.42177127,Wheat
105,75,40,20.0,80.13296854250494,6.5,73.36386477,Wheat
110,75,40,20.0,66.4467825056958,6.5,71.16331975,Wheat
115,75,40,20.0,63.9373893514413,6.5,170.99198280000005,Wheat
120,75,40,20.0,80.99743306864639,6.5,54.77830202,Wheat
100,80,45,25.0,79.92448403869125,7.0,37.11395801,Wheat
105,80,45,25.0,66.70042126426863,7.0,58.37249772,Wheat
110,80,45,25.0,86.19708115336418,7.0,70.65644296,Wheat
115,80,45,25.0,83.48095862335994,7.0,127.7767134,Wheat
120,80,45,25.0,60.74860976163637,7.0,133.1914419,Wheat
100,60,55,15.0,80.49533829894948,7.5,62.62377075,Wheat
105,60,55,15.0,70.1819614552239,7.5,107.6907964,Wheat
110,60,55,15.0,85.62145421641901,7.5,186.7536773,Wheat
115,60,55,15.0,64.99761452292098,7.5,74.03030056,Wheat
120,60,55,15.0,76.54286545593095,7.5,43.52897517,Wheat
100,65,60,20.0,67.77177207464973,6.0,71.40654520000002,Wheat
105,65,60,20.0,73.3662304273729,6.0,66.76285469,Wheat
110,65,60,20.0,69.14803531079308,6.0,153.2504506,Wheat
115,65,60,20.0,66.05758104168011,6.0,224.0581164,Wheat
120,65,60,20.0,70.69897482189393,6.0,70.4713043,Wheat
100,70,40,25.0,84.79674534546153,6.5,167.0576456,Wheat
105,70,40,25.0,66.42667119435887,6.5,36.12042927,Wheat
110,70,40,25.0,78.78492261351825,6.5,192.2316221,Wheat
115,70,40,25.0,65.11491339058581,6.5,48.33941188,Wheat
120,70,40,25.0,63.73559917667497,6.5,70.65644296,Wheat
100,75,45,15.0,83.39391905404533,7.0,42.72374404,Wheat
105,75,45,15.0,65.48724874160754,7.0,107.2681929,Wheat
110,75,45,15.0,81.45023260256215,7.0,35.15426171,Wheat
115,75,45,15.0,79.97647823480114,7.0,82.2545577,Wheat
120,75,45,15.0,74.9400329285705,7.0,90.46228334,Wheat
100,80,50,20.0,72.43106710968085,7.5,74.10225057,Wheat
105,80,50,20.0,87.85615608073842,7.5,118.6858263,Wheat
110,80,50,20.0,67.45018994896859,7.5,184.9800516,Wheat
115,80,50,20.0,76.5078530563647,7.5,119.3936976,Wheat
120,80,50,20.0,69.71094402977036,7.5,144.3331315,Wheat
100,60,60,25.0,64.78219504569658,6.0,27.56918621,Wheat
105,60,60,25.0,79.4017976145906,6.0,41.53218699,Wheat
110,60,60,25.0,76.66977766062251,6.0,95.83016448,Wheat
115,60,60,25.0,63.73607644910352,6.0,175.60866969999995,Wheat
120,60,60,25.0,86.24361282134313,6.0,23.66620626,Wheat
100,65,40,15.0,76.04645488830154,6.5,109.9455062,Wheat
105,65,40,15.0,78.95239848295452,6.5,88.54479121,Wheat
110,65,40,15.0,85.40060853740091,6.5,164.2697011,Wheat
115,65,40,15.0,65.15207500689742,6.5,74.22238583,Wheat
120,65,40,15.0,74.02714787324607,6.5,103.7040783,Wheat
100,70,45,20.0,60.40348873679214,7.0,91.22881052,Wheat
105,70,45,20.0,60.65571386156248,7.0,101.8474768,Wheat
110,70,45,20.0,67.50444711679945,7.0,85.52950164,Wheat
115,70,45,20.0,62.614210756114254,7.0,264.6148697,Wheat
120,70,45,20.0,65.23963451222248,7.0,66.1761456,Wheat
100,75,50,25.0,64.41528956886118,7.5,90.988051,Wheat
105,75,50,25.0,70.34844677444144,7.5,98.05089394,Wheat
110,75,50,25.0,85.06693893259121,7.5,199.3096432,Wheat
115,75,50,25.0,64.77003512263019,7.5,55.053805,Wheat
120,75,50,25.0,77.38138924426963,7.5,87.75953857,Wheat
100,80,55,15.0,77.49254104586933,6.0,60.65171481,Wheat
105,80,55,15.0,72.67490555502198,6.0,127.2509777,Wheat
110,80,55,15.0,78.61881807484542,6.0,48.33941188,Wheat
115,80,55,15.0,83.5601328302158,6.0,107.5660804,Wheat
120,80,55,15.0,75.75048731761329,6.0,82.52339655,Wheat
100,40,40,15.0,86.23668131394567,6.0,176.1516409,Wheat
105,40,40,15.0,63.76235732585779,6.0,44.56598352,Wheat
110,40,40,15.0,62.76065134233974,6.0,95.83016448,Wheat
115,40,40,15.0,85.50171896056602,6.0,84.64143632,Wheat
120,40,40,15.0,63.2151586330753,6.0,87.99669731,Wheat
100,45,45,20.0,62.65798879038373,6.5,109.9455062,Wheat
105,45,45,20.0,77.8434077230518,6.5,116.7431319,Wheat
110,45,45,20.0,70.21966302890281,6.5,190.9684885,Wheat
115,45,45,20.0,76.70447891847127,6.5,42.87274897,Wheat
120,45,45,20.0,81.42727306938036,6.5,86.05078037,Wheat
100,50,50,25.0,85.96294656083535,7.0,51.26046418,Wheat
105,50,50,25.0,69.8907277277352,7.0,37.01110438,Wheat
110,50,50,25.0,65.2491320148666,7.0,117.6102915,Wheat
115,50,50,25.0,74.26551064373609,7.0,285.2493645,Wheat
120,50,50,25.0,86.79359580104224,7.0,37.31236904,Wheat
100,55,55,15.0,77.69893845196226,7.5,78.44910564,Wheat
105,55,55,15.0,88.9523950528981,7.5,66.13442813,Wheat
110,55,55,15.0,87.77617337479703,7.5,218.2299187,Wheat
115,55,55,15.0,62.55907341867869,7.5,185.1568059,Wheat
120,55,55,15.0,69.2311393339729,7.5,196.469984,Wheat
100,60,60,20.0,77.35983131934331,6.0,195.5697875,Wheat
105,60,60,20.0,77.12973410588354,6.0,153.477776,Wheat
110,60,60,20.0,70.32323896273809,6.0,43.08961827,Wheat
115,60,60,20.0,86.65202658386946,6.0,102.2662445,Wheat
120,60,60,20.0,64.93524437000147,6.0,184.4103931,Wheat
100,40,45,25.0,89.69666264065563,6.5,171.9457959,Wheat
105,40,45,25.0,81.56710922616709,6.5,172.0540491,Wheat
110,40,45,25.0,69.59241729556074,6.5,25.09484511,Wheat
115,40,45,25.0,66.95094366600144,6.5,128.256862,Wheat
120,40,45,25.0,83.19648847379017,6.5,109.022564,Wheat
100,45,50,15.0,73.79916197688436,7.0,42.83053902,Wheat
105,45,50,15.0,67.09473300628846,7.0,148.8398374,Wheat
110,45,50,15.0,67.20399040444224,7.0,57.40847165,Wheat
115,45,50,15.0,84.43694192428083,7.0,95.99487068,Wheat
120,45,50,15.0,85.29932452129779,7.0,82.61734721,Wheat
100,50,55,20.0,87.57786293600859,7.5,67.10225139,Wheat
105,50,55,20.0,79.20587211781513,7.5,56.68833819,Wheat
110,50,55,20.0,75.78334460519217,7.5,54.22722466,Wheat
115,50,55,20.0,65.54995284282272,7.5,90.46228334,Wheat
120,50,55,20.0,79.28558418041025,7.5,84.78344008,Wheat
100,55,60,25.0,71.28038618310863,6.0,71.3195307,Wheat
105,55,60,25.0,69.52290472576178,6.0,145.0583117,Wheat
110,55,60,25.0,75.52007644855699,6.0,75.6317566,Wheat
115,55,60,25.0,77.49438983210271,6.0,210.8142087,Wheat
120,55,60,25.0,71.82546348814049,6.0,71.58010169,Wheat
100,60,40,15.0,83.28203078707534,6.5,105.8554351,Wheat
105,60,40,15.0,72.38498251946653,6.5,69.63833855,Wheat
110,60,40,15.0,76.97006744368956,6.5,180.1237765,Wheat
115,60,40,15.0,68.06424177399028,6.5,146.4727237,Wheat
120,60,40,15.0,60.74481163402719,6.5,116.9256766,Wheat
100,40,50,20.0,73.91917903573139,7.0,246.36132680000003,Wheat
105,40,50,20.0,74.71864374331831,7.0,68.42802444,Wheat
110,40,50,20.0,65.74781202955747,7.0,37.46160727,Wheat
115,40,50,20.0,83.82592784419957,7.0,103.0295938,Wheat
120,40,50,20.0,74.20908434683268,7.0,210.8142087,Wheat
100,45,55,25.0,67.87836370067596,7.5,58.37249772,Wheat
105,45,55,25.0,74.38635081749034,7.5,102.6958703,Wheat
110,45,55,25.0,87.69062193935595,7.5,79.56866268,Wheat
115,45,55,25.0,76.84456446373666,7.5,102.4550786,Wheat
120,45,55,25.0,86.52677959646712,7.5,271.3248604,Wheat
100,50,60,15.0,70.98652467506987,6.0,121.9401369,Wheat
105,50,60,15.0,76.19093918814576,6.0,116.5206923,Wheat
110,50,60,15.0,83.79321775039745,6.0,186.9226052,Wheat
115,50,60,15.0,81.3455933633984,6.0,108.4161706,Wheat
120,50,60,15.0,79.74040027985639,6.0,55.60523179,Wheat
100,55,40,20.0,78.83752673047218,6.5,67.10439401,Wheat
105,55,40,20.0,62.7163372204987,6.5,94.03659867,Wheat
110,55,40,20.0,63.296820528260525,6.5,163.27087319999995,Wheat
115,55,40,20.0,67.44600498509898,6.5,199.83629130000003,Wheat
120,55,40,20.0,66.8068121094821,6.5,86.21917578,Wheat
100,60,45,25.0,79.68276726515353,7.0,61.13872036,Wheat
105,60,45,25.0,73.62515032800884,7.0,47.271547,Wheat
110,60,45,25.0,68.77807246700486,7.0,98.16752001,Wheat
115,60,45,25.0,64.38405237442686,7.0,24.44267592,Wheat
120,60,45,25.0,76.17547132904444,7.0,37.2464655,Wheat
100,40,55,15.0,88.75799266140642,7.5,22.81863447,Wheat
105,40,55,15.0,86.4045057550783,7.5,53.04669416,Wheat
110,40,55,15.0,83.52503981377345,7.5,107.9873218,Wheat
115,40,55,15.0,83.24525200438657,7.5,159.5718087,Wheat
120,40,55,15.0,77.86620812030239,7.5,220.1156708,Wheat
100,45,60,20.0,74.12079899373985,6.0,115.3560318,Wheat
105,45,60,20.0,81.79609701610178,6.0,106.060149,Wheat
110,45,60,20.0,76.62577264610614,6.0,40.16545979,Wheat
115,45,60,20.0,82.31706571138389,6.0,36.94616965,Wheat
120,45,60,20.0,64.35445870465875,6.0,188.5181422,Wheat
100,50,40,25.0,70.08520554658347,6.5,74.53557341,Wheat
105,50,40,25.0,86.9154502589607,6.5,144.6261698,Wheat
110,50,40,25.0,88.60317296345066,6.5,210.2735346,Wheat
115,50,40,25.0,74.74729077301009,6.5,72.82902109,Wheat
120,50,40,25.0,71.16001774969713,6.5,51.92057267,Wheat
100,55,45,15.0,88.69531238481683,7.0,63.51822045,Wheat
105,55,45,15.0,75.16403688567743,7.0,90.09586854,Wheat
110,55,45,15.0,65.90584024434169,7.0,58.41394143,Wheat
115,55,45,15.0,65.24368304765905,7.0,61.16350463,Wheat
120,55,45,15.0,88.50351271668607,7.0,295.9248796,Wheat
100,60,50,20.0,80.51492880880595,7.5,253.7202781,Wheat
105,60,50,20.0,87.82212130510412,7.5,41.45486619,Wheat
110,60,50,20.0,73.52755219558783,7.5,218.2299187,Wheat
115,60,50,20.0,65.55500537039013,7.5,106.158201,Wheat
120,60,50,20.0,74.11836291239709,7.5,35.03484812,Wheat
100,40,60,25.0,63.88842421148447,6.0,106.158201,Wheat
105,40,60,25.0,69.75997240672469,6.0,28.08253201,Wheat
110,40,60,25.0,84.6074714511884,6.0,123.5900822,Wheat
115,40,60,25.0,69.05883951063647,6.0,211.8529059,Wheat
120,40,60,25.0,85.04139930478082,6.0,58.28697664,Wheat
100,45,40,15.0,74.13034224984915,6.5,53.56783314,Wheat
105,45,40,15.0,64.3771758344416,6.5,43.12063289,Wheat
110,45,40,15.0,87.79013162816699,6.5,66.71995467,Wheat
115,45,40,15.0,67.58835961592426,6.5,90.89173106,Wheat
120,45,40,15.0,83.33221094820777,6.5,72.82902109,Wheat
100,50,45,20.0,83.17012988634934,7.0,20.66127836,Wheat
105,50,45,20.0,85.56282140873067,7.0,69.63833855,Wheat
110,50,45,20.0,67.93162596544745,7.0,23.44398467,Wheat
115,50,45,20.0,86.5849458548134,7.0,90.42224164,Wheat
120,50,45,20.0,89.46044801848868,7.0,49.02366803,Wheat
100,55,50,25.0,73.18378256912784,7.5,98.73771338,Wheat
105,55,50,25.0,84.19587324764527,7.5,89.74409017,Wheat
110,55,50,25.0,66.49281296858057,7.5,47.95406479,Wheat
115,55,50,25.0,64.28585884729513,7.5,95.85118326,Wheat
120,55,50,25.0,83.10407746083821,7.5,102.6958703,Wheat
100,60,55,15.0,85.00648950321796,6.0,59.46338556,Wheat
105,60,55,15.0,73.64916888982648,6.0,106.362551,Wheat
110,60,55,15.0,70.51782658295608,6.0,91.39578861,Wheat
115,60,55,15.0,65.28653893433098,6.0,108.0423555,Wheat
120,60,55,15.0,78.04785312519844,6.0,95.70525913,Wheat
60,40,40,15.0,66.60352699760054,6.0,112.4750941,Wheat
65,40,40,15.0,68.31109876217292,6.0,35.03404425,Wheat
70,40,40,15.0,65.91213988409599,6.0,163.3488091,Wheat
75,40,40,15.0,79.6876014679315,6.0,81.60211243,Wheat
80,40,40,15.0,71.89310368344202,6.0,41.61080544,Wheat
85,40,40,15.0,73.20741948590671,6.0,181.6942283,Wheat
90,40,40,15.0,72.00058529736795,6.0,107.0289866,Wheat
95,40,40,15.0,74.48109603996825,6.0,115.7659902,Wheat
100,40,40,15.0,75.39875668919946,6.0,70.43473609,Wheat
60,45,45,20.0,86.41344498135204,6.5,48.11248366,Wheat
65,45,45,20.0,82.43457110674107,6.5,113.8729798,Wheat
70,45,45,20.0,81.51318448519402,6.5,79.74078719,Wheat
75,45,45,20.0,60.50402416828227,6.5,100.1737964,Wheat
80,45,45,20.0,81.34089031146056,6.5,94.9533526,Wheat
85,45,45,20.0,72.52266274137945,6.5,41.87540028,Wheat
90,45,45,20.0,79.73678577689107,6.5,44.22066914,Wheat
95,45,45,20.0,69.96252172917569,6.5,153.8990984,Wheat
100,45,45,20.0,64.56842826533358,6.5,70.18185181,Wheat
60,55,55,25.0,65.14888402368007,7.0,141.3381168,Wheat
65,55,55,25.0,72.99109077925367,7.0,186.9226052,Wheat
70,55,55,25.0,81.14114959955643,7.0,104.9116663,Wheat
75,55,55,25.0,68.28519640235747,7.0,109.3383552,Wheat
80,55,55,25.0,80.53400933040236,7.0,72.32667516,Wheat
85,55,55,25.0,61.195107045605035,7.0,71.40043037,Wheat
90,55,55,25.0,81.79365944298084,7.0,54.76576239999999,Wheat
95,55,55,25.0,73.07188184681614,7.0,156.3616174,Wheat
100,55,55,25.0,74.8217439165332,7.0,155.3851533,Wheat
60,60,60,15.0,63.094537589832456,7.5,21.58992507,Wheat
65,60,60,15.0,86.60939664875791,7.5,131.09000759999998,Wheat
70,60,60,15.0,64.44379114247313,7.5,92.37238878,Wheat
75,60,60,15.0,87.04967434010968,7.5,163.3488091,Wheat
80,60,60,15.0,85.24210531181727,7.5,97.76832322,Wheat
85,60,60,15.0,82.50281542245042,7.5,71.36947525,Wheat
90,60,60,15.0,86.17095661039575,7.5,57.79863368,Wheat
95,60,60,15.0,81.53237867872927,7.5,78.82199603,Wheat
100,60,60,15.0,82.99021805563639,7.5,182.6549356,Wheat
60,40,45,20.0,64.05851046948408,6.0,74.53557341,Wheat
65,40,45,20.0,87.29188952526079,6.0,72.32667516,Wheat
70,40,45,20.0,89.13147098286609,6.0,174.40123369999995,Wheat
75,40,45,20.0,63.54297257672608,6.0,70.65644296,Wheat
80,40,45,20.0,63.774058220504735,6.0,77.55176318,Wheat
85,40,45,20.0,72.66084523511121,6.0,102.7867717,Wheat
90,40,45,20.0,79.2795822946553,6.0,48.80253285,Wheat
95,40,45,20.0,68.30712315151443,6.0,76.64128258,Wheat
100,40,45,20.0,63.274557104243485,6.0,48.01138482,Wheat
60,45,50,25.0,62.806957094966926,6.5,118.4901697,Wheat
65,45,50,25.0,82.95776353532267,6.5,105.0241329,Wheat
70,45,50,25.0,80.43549274463571,6.5,100.7791633,Wheat
75,45,50,25.0,87.14792623961229,6.5,40.89732789,Wheat
80,45,50,25.0,89.00635177469653,6.5,109.2537734,Wheat
85,45,50,25.0,62.22521211783844,6.5,108.2166601,Wheat
90,45,50,25.0,75.0564964645143,6.5,170.99198280000005,Wheat
95,45,50,25.0,85.3733605755036,6.5,291.2986618000001,Wheat
100,45,50,25.0,77.18379316734668,6.5,50.89110726,Wheat
60,55,60,15.0,73.71294902155371,7.0,224.67572310000003,Wheat
65,55,60,15.0,68.50087999125243,7.0,113.334026,Wheat
70,55,60,15.0,76.34675113434253,7.0,174.5071843,Wheat
75,55,60,15.0,77.59672633944322,7.0,112.8954016,Wheat
80,55,60,15.0,73.20590673542917,7.0,155.3705624,Wheat
85,55,60,15.0,62.30535362516054,7.0,140.9370415,Wheat
90,55,60,15.0,62.1881547240485,7.0,70.27184748,Wheat
95,55,60,15.0,76.06452895257567,7.0,44.63907691,Wheat
100,55,60,15.0,83.59640758255333,7.0,41.87540028,Wheat
60,40,50,20.0,80.65639341178192,7.5,109.1013261,Wheat
65,40,50,20.0,74.60026637637561,7.5,126.8069869,Wheat
70,40,50,20.0,62.943229286649675,7.5,91.63074547,Wheat
75,40,50,20.0,60.35002026700473,7.5,100.5978728,Wheat
80,40,50,20.0,71.52957452486274,7.5,160.0889553,Wheat
85,40,50,20.0,80.55650176860394,7.5,108.6333046,Wheat
90,40,50,20.0,67.98510762435632,7.5,97.4611918,Wheat
95,40,50,20.0,69.23531981175022,7.5,180.2513601,Wheat
100,40,50,20.0,73.0151573466082,7.5,185.25947,Wheat
60,50,60,25.0,80.50089704916762,6.0,57.02891698,Wheat
65,50,60,25.0,63.34984216109899,6.0,99.35408185,Wheat
70,50,60,25.0,73.08752288731358,6.0,89.61857826,Wheat
75,50,60,25.0,71.40103494680521,6.0,116.7036582,Wheat
80,50,60,25.0,79.65921349740957,6.0,56.68833819,Wheat
85,50,60,25.0,65.784912593685,6.0,62.3061735,Wheat
90,50,60,25.0,68.6344025644699,6.0,177.22330480000005,Wheat
95,50,60,25.0,77.63965529417106,6.0,160.6217342,Wheat
100,50,60,25.0,84.50499799367418,6.0,93.55280105,Wheat
60,55,40,15.0,67.91774309991055,6.5,57.26773002,Wheat
65,55,40,15.0,82.20702968020215,6.5,103.923226,Wheat
70,55,40,15.0,80.17460894818284,6.5,130.0608093,Wheat
75,55,40,15.0,70.19270779975487,6.5,49.08553937,Wheat
80,55,40,15.0,84.71326399261076,6.5,91.26056654,Wheat
85,55,40,15.0,61.999444482506284,6.5,246.36132680000003,Wheat
90,55,40,15.0,88.77227638467787,6.5,96.46380213,Wheat
95,55,40,15.0,67.28778251001611,6.5,52.93031105,Wheat
100,55,40,15.0,83.1806193296489,6.5,166.13658859999995,Wheat
60,60,45,20.0,83.30521336913947,7.0,76.32470713,Wheat
65,60,45,20.0,83.30864703320539,7.0,201.8258633,Wheat
70,60,45,20.0,75.44889216762064,7.0,67.1367443,Wheat
75,60,45,20.0,82.96416158129536,7.0,46.75690086,Wheat
80,60,45,20.0,63.823841164655356,7.0,101.2847738,Wheat
85,60,45,20.0,70.18821596171779,7.0,48.60449438,Wheat
90,60,45,20.0,61.25908779363629,7.0,65.27798457,Wheat
95,60,45,20.0,77.34674123796873,7.0,185.7446728,Wheat
100,60,45,20.0,80.14578549622883,7.0,104.7847006,Wheat
60,40,55,25.0,73.49736548198794,7.5,194.9022136,Wheat
65,40,55,25.0,75.47199095276798,7.5,59.26519444,Wheat
70,40,55,25.0,69.25226352453323,7.5,73.58663968,Wheat
75,40,55,25.0,87.70954880629746,7.5,102.2708231,Wheat
80,40,55,25.0,71.65195123691258,7.5,72.82902109,Wheat
85,40,55,25.0,74.83286694328606,7.5,22.68766503,Wheat
90,40,55,25.0,60.396595019316365,7.5,28.36535596,Wheat
95,40,55,25.0,67.99002005615141,7.5,28.98574189,Wheat
100,40,55,25.0,89.94163401197622,7.5,71.94608134,Wheat
60,45,60,15.0,76.42288463371715,6.0,117.5293447,Wheat
65,45,60,15.0,60.91208648496541,6.0,70.65644296,Wheat
70,45,60,15.0,77.0986510556743,6.0,80.7108745,Wheat
75,45,60,15.0,87.19952457830433,6.0,44.23629285,Wheat
80,45,60,15.0,81.67200503204396,6.0,20.39020503,Wheat
85,45,60,15.0,68.10442416333666,6.0,163.62694960000005,Wheat
90,45,60,15.0,64.87834639737137,6.0,143.9955548,Wheat
95,45,60,15.0,65.42586009504593,6.0,100.5123341,Wheat
100,45,60,15.0,80.96882986243031,6.0,26.47844429,Wheat
60,50,40,20.0,87.17747040018655,6.5,59.75980023,Wheat
65,50,40,20.0,88.83594073967791,6.5,105.8841531,Wheat
70,50,40,20.0,69.64067089601483,6.5,26.01909355,Wheat
75,50,40,20.0,68.20763192630126,6.5,171.6976946,Wheat
80,50,40,20.0,72.37395516621964,6.5,188.9252083,Wheat
85,50,40,20.0,81.34592623102554,6.5,48.60449438,Wheat
90,50,40,20.0,61.5210688210045,6.5,63.9187654,Wheat
95,50,40,20.0,67.76180513429985,6.5,20.76582087,Wheat
100,50,40,20.0,80.69438444981608,6.5,21.13545688,Wheat
60,55,45,25.0,85.62170979708475,7.0,36.94255012,Wheat
65,55,45,25.0,76.19137128399981,7.0,69.93293255,Wheat
70,55,45,25.0,87.17949637189733,7.0,105.2240743,Wheat
75,55,45,25.0,86.55762491028779,7.0,208.3357976,Wheat
80,55,45,25.0,79.82665407636848,7.0,112.1355384,Wheat
85,55,45,25.0,75.63460882993685,7.0,196.2408242,Wheat
90,55,45,25.0,79.27941223111134,7.0,98.00403016,Wheat
95,55,45,25.0,72.40355596687228,7.0,161.68920930000004,Wheat
100,55,45,25.0,79.59794078962383,7.0,164.2697011,Wheat
60,60,50,15.0,64.18551602387848,7.5,108.62118329999998,Wheat
65,60,50,15.0,88.28375852623698,7.5,37.45680611,Wheat
70,60,50,15.0,69.77804981286867,7.5,66.13442813,Wheat
75,60,50,15.0,77.67671322017738,7.5,53.15223123,Wheat
80,60,50,15.0,72.59015546247564,7.5,44.2068997,Wheat
85,60,50,15.0,82.3775394247181,7.5,26.83924845,Wheat
90,60,50,15.0,70.93269325289391,7.5,53.40906048,Wheat
95,60,50,15.0,71.9994925320112,7.5,44.43177543,Wheat
100,60,50,15.0,68.66728253355295,7.5,104.4218596,Wheat
60,40,60,20.0,84.04648832999632,6.0,27.26588346,Wheat
65,40,60,20.0,82.79312738923716,6.0,88.1300769,Wheat
70,40,60,20.0,86.53553137784704,6.0,277.9626192,Wheat
75,40,60,20.0,66.4706952254015,6.0,212.867626,Wheat
80,40,60,20.0,81.0744227049206,6.0,50.91511275,Wheat
85,40,60,20.0,74.99448854741037,6.0,41.53218699,Wheat
90,40,60,20.0,65.87196419357358,6.0,31.87416982,Wheat
95,40,60,20.0,71.10959322926641,6.0,96.77285817,Wheat
100,40,60,20.0,75.40507074539475,6.0,55.74073582,Wheat
60,45,40,25.0,72.76736111050141,6.5,24.34814338,Wheat
65,45,40,25.0,65.08812181169927,6.5,45.40277297,Wheat
70,45,40,25.0,72.61770868466084,6.5,94.37987496,Wheat
75,45,40,25.0,60.83230037989296,6.5,67.10439401,Wheat
80,45,40,25.0,77.78513179637153,6.5,56.39962921,Wheat
85,45,40,25.0,86.28548645160322,6.5,130.6377143,Wheat
90,45,40,25.0,61.54849905331098,6.5,182.9043504,Wheat
95,45,40,25.0,76.07075302239294,6.5,181.6942283,Wheat
100,45,40,25.0,79.28050509551635,6.5,28.08253201,Wheat
60,50,45,15.0,60.436852048100654,7.0,224.67572310000003,Wheat
65,50,45,15.0,76.87505590220528,7.0,100.6711761,Wheat
70,50,45,15.0,75.83573860928058,7.0,70.86340755,Wheat
75,50,45,15.0,72.22643258044336,7.0,62.78730907,Wheat
80,50,45,15.0,74.95885358526478,7.0,58.18713162,Wheat
85,50,45,15.0,63.00890479053436,7.0,122.2103248,Wheat
90,50,45,15.0,77.33020791616724,7.0,58.48160844,Wheat
95,50,45,15.0,64.2076566461765,7.0,108.0458926,Wheat
100,50,45,15.0,62.60692422125141,7.0,67.39173790000001,Wheat
60,55,50,20.0,67.42644336814412,7.5,49.73922097,Wheat
65,55,50,20.0,67.83381686824747,7.5,33.95825723,Wheat
70,55,50,20.0,79.38890848607944,7.5,91.63074547,Wheat
75,55,50,20.0,66.79484810608741,7.5,107.6836871,Wheat
80,55,50,20.0,89.14171344081511,7.5,123.6495149,Wheat
85,55,50,20.0,61.08385913877724,7.5,70.23207557,Wheat
90,55,50,20.0,64.71475626421304,7.5,95.0191318,Wheat
95,55,50,20.0,83.76768862506411,7.5,49.11964582,Wheat
100,55,50,20.0,82.82342273900315,7.5,108.0638166,Wheat
60,60,55,25.0,83.40153947077661,6.0,91.72084869,Wheat
65,60,55,25.0,71.33696039005693,6.0,124.6118471,Wheat
70,60,55,25.0,85.25542960793703,6.0,108.0054343,Wheat
75,60,55,25.0,73.25468097931201,6.0,257.0343554,Wheat
80,60,55,25.0,71.39506848840976,6.0,29.44008034,Wheat
